sno,ID,Name,Sex,Age,Height,Weight,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
50959,26200,Bob Johannes Carolus de Jong,M,21.0,181.0,82.0,Netherlands,NED,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
51034,26231,Edmond De Knibber,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Silver
51058,26243,Gerard Pieter de Kruijff,M,38.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver
51086,26255,Juan Domingo de la Cruz Fermanelli,M,30.0,205.0,89.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
51236,26341,Erik Patrick Honor de Laval,M,31.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
51239,26342,Patrik Georg Fabian de Laval,M,29.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
51302,26375,Vicente Lenlson de Lima,M,23.0,166.0,66.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
51365,26408,Jean Pierre Marie Joseph  De Madre De Loos,M,37.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,Silver
51368,26409,Gianni De Magistris,M,25.0,185.0,82.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
51371,26410,Riccardo De Magistris,M,22.0,190.0,84.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
51412,26437,Jrme De Mayer,M,44.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Silver
51492,26469,Fernand Alphonse Marie Frdric de Montigny,M,39.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Silver
51493,26469,Fernand Alphonse Marie Frdric de Montigny,M,39.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Silver
51550,26495,Teun Floris de Nooijer,M,28.0,184.0,79.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
51552,26495,Teun Floris de Nooijer,M,36.0,184.0,79.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
51629,26538,Miguel de Paz Pl,M,19.0,176.0,70.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
51633,26540,Franco De Pedrina,M,23.0,184.0,83.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Silver
51663,26557,Bernard Alexandre Georges Edmond de Pourtals,M,29.0,,,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
51672,26560,Hermann Alexandre de Pourtals,M,53.0,,,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
51698,26575,George Frederick William de Relwyskow,M,20.0,174.0,65.0,UK,GBR,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
51770,26599,Albert Louis De Roocker,M,20.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Silver
51815,26626,Henri Marie Raoul Gaillard de Saint Germain,M,41.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",Silver
51900,26670,Oscar Charles de Somville,M,23.0,,78.0,Belgium,BEL,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver
51901,26670,Oscar Charles de Somville,M,31.0,,78.0,Belgium,BEL,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
52018,26734,Arturo De Vecchi,M,34.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Silver
52048,26751,Bob de Voogd,M,23.0,183.0,80.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
52081,26771,"Reindert Berend Jan ""Rein"" de Waal",M,23.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Silver
52108,26783,Sander Sebastiaan de Wijn,M,22.0,183.0,78.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
52112,26785,tienne De Wilde,M,42.0,172.0,70.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Silver
52124,26792,Maarten de Wit,M,44.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Silver
52169,26807,Maurilio De Zolt Lisabetta,M,37.0,170.0,66.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
52172,26807,Maurilio De Zolt Lisabetta,M,41.0,170.0,66.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
52180,26811,Nevio De Zordo,M,28.0,173.0,79.0,Italy,ITA,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,Silver
52193,26820,"Maxwell Arnold ""Bill"" Deacon",M,25.0,,,Canada,CAN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
52198,26823,Adam Richard Deadmarsh,M,26.0,183.0,89.0,USA,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
52225,26835,Lance Earl Deal,M,34.0,188.0,116.0,USA,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Hammer Throw,Silver
52234,26841,Frederick Dean,M,27.0,,,UK,GBR,1908 Summer,1908,Summer,London,Rugby,Rugby Men's Rugby,Silver
52265,26857,Paul Robert Dearing,M,26.0,175.0,79.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver
52267,26858,Jack Gilroy Dearlove,M,37.0,,,UK,GBR,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
52290,26870,Matja Debelak,M,22.0,181.0,72.0,Serbia,YUG,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
52373,26903,Jean lie Louis Octave Guillaume Svre Amanieu Decazes et de Glucksbierg,M,36.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 10-20 Ton,Silver
52414,26931,Manfred Deckert,M,18.0,186.0,73.0,Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
52450,26951,"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,17.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
52493,26975,"Anthony Michael ""Tony"" Dees",M,28.0,193.0,90.0,USA,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,Silver
52534,26983,Gervasio Deferr ngel,M,27.0,166.0,69.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,Silver
52539,26985,David Dejiro Defiagbon,M,26.0,195.0,91.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,Silver
52603,27011,Knud Oluf Jessen Degn,M,43.0,,,Denmark,DEN,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,Silver
52665,27045,Riccardo Dei Rossi,M,31.0,191.0,90.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Silver
52710,27070,Nikolaos Dekavalas,M,,,,Greece,GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Silver
52730,27077,"Hendrik ""Erik"" Dekker",M,21.0,182.0,66.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",Silver
52777,27096,Guglielmo Del Bimbo,M,28.0,173.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
52778,27096,Guglielmo Del Bimbo,M,32.0,173.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Silver
52817,27117,Marcello Del Duca,M,25.0,181.0,77.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
52837,27132,Juan Martn del Potro,M,27.0,198.0,97.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Silver
52850,27140,Guillermo del Riego Gordn,M,21.0,175.0,73.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
52860,27143,Jorge Alberto del Ro Slas,M,41.0,174.0,86.0,Argentina,ARG,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Three Person Keelboat,Silver
52925,27181,"Ashley Jason ""Ash"" Delaney",M,22.0,185.0,82.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
52927,27183,"Francis James ""Jim"" Delaney",M,27.0,183.0,93.0,USA,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Shot Put,Silver
52941,27192,Michael William Delany,M,18.0,182.0,84.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
52952,27195,Marcel Carlos Paul Gaston Delaplane (De la Plane-),M,24.0,,,France,FRA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
52961,27196,Charles Delaporte,M,25.0,,,France,FRA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
53032,27226,Louis Delcon,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Silver
53039,27227,Frdric Andr Delcourt,M,20.0,181.0,77.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,Silver
53106,27258,Giuseppe Delfino,M,35.0,185.0,83.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Individual",Silver
53111,27258,Giuseppe Delfino,M,42.0,185.0,83.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Silver
53158,27283,Marcelo Alejandro Delgado,M,23.0,175.0,76.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver
53200,27308,Orhan Delibas (Debiscan-),M,21.0,174.0,71.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,Silver
53202,27310,Mirza Delibai,M,22.0,197.0,86.0,Serbia,YUG,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Silver
53226,27320,Lon Delignires,M,,,,France,FRA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
53264,27341,Fabrizio Della Fiori,M,28.0,204.0,102.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
53333,27375,Jeroen Petrus Maria Delme,M,31.0,173.0,76.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
53349,27384,Henry Lon mile Deloge,M,25.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Silver
53350,27384,Henry Lon mile Deloge,M,25.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Silver
53355,27386,Pierre-Marie Deloof,M,19.0,187.0,84.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,Silver
53374,27395,Charles Jules Delporte,M,31.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Silver
53381,27399,Philippe Delrieu,M,24.0,180.0,64.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Silver
53389,27401,Lon Delsarte,M,30.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
53431,27423,mile Joseph Demangel,M,25.0,173.0,64.0,France,FRA,1908 Summer,1908,Summer,London,Cycling,Cycling Men's Sprint,Silver
53472,27442,Albert Mikhaylovich Demchenko,M,34.0,185.0,95.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Luge,Luge Men's Singles,Silver
53474,27442,Albert Mikhaylovich Demchenko,M,42.0,185.0,95.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Men's Singles,Silver
53475,27442,Albert Mikhaylovich Demchenko,M,42.0,185.0,95.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
53479,27446,Jzsef Deme,M,20.0,190.0,84.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
53513,27456,Yevgeny Aleksandrovich Dementyev,M,23.0,182.0,77.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
53526,27461,Jacques Demers,M,24.0,163.0,75.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,Silver
53554,27477,Alberto Demiddi,M,28.0,184.0,88.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Single Sculls,Silver
53600,27496,Anatoly Nikolayevich Demitkov,M,30.0,,,Russia,URS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
53630,27504,"William ""Bill"" Demong",M,29.0,178.0,66.0,USA,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Silver
53659,27516,"Nicholas Charles ""Nick"" Dempsey",M,31.0,180.0,71.0,UK,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Windsurfer,Silver
53660,27516,"Nicholas Charles ""Nick"" Dempsey",M,35.0,180.0,71.0,UK,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Silver
53676,27528,Valentin Demyanenko,M,32.0,193.0,93.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
53677,27529,Viktor Leonidovich Demyanenko,M,21.0,167.0,60.0,Russia,URS,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Silver
53706,27545,Felix Denayer,M,26.0,190.0,85.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
53816,27601,Aleksey Alekseyevich Denisenko,M,22.0,185.0,68.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Silver
53821,27605,Viktor Viktorovich Denisov,M,22.0,188.0,90.0,Russia,URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
53822,27605,Viktor Viktorovich Denisov,M,22.0,188.0,90.0,Russia,URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
53828,27607,Vladimir Gennadyevich Denisov,M,25.0,173.0,64.0,Russia,URS,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Silver
53833,27609,Aleksandr Vladimirovich Denisyev,M,22.0,189.0,100.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
53880,27635,Rohan Dennis,M,22.0,182.0,72.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
53891,27642,Charles A. Denny,M,,,,UK,GBR,1908 Summer,1908,Summer,London,Cycling,Cycling Men's 100 kilometres,Silver
53907,27654,"William Thomas ""Tom"" Denton",M,21.0,,,USA,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,Silver
53982,27696,"Henri Jean Joseph ""Harry"" Derckx",M,34.0,,,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Silver
53987,27700,Ren Drency,M,23.0,190.0,80.0,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
54028,27715,"Geert Jan Marie ""Geert-Jan"" Derikx",M,23.0,192.0,92.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
54030,27716,Rob Gerard Marie Derikx,M,21.0,178.0,85.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
54049,27723,"Gerardus Johannes Antonius ""Geert-Jan"" Derksen",M,29.0,199.0,100.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
54143,27772,Maurice Jean Desaymonet,M,27.0,183.0,,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
54144,27773,William Henry Grenfell,M,50.0,183.0,89.0,UK,GBR,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver
54187,27799,"Ulise Joseph ""Pete"" Desjardins",M,17.0,,,USA,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Springboard,Silver
54233,27822,"Richard Joseph ""Dick"" Desmond",M,24.0,,,USA,USA,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
54244,27830,Alfredo Despaigne Rodrguez,M,22.0,177.0,80.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
54260,27839,Alexandre Despatie,M,19.0,173.0,76.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Springboard,Silver
54263,27839,Alexandre Despatie,M,23.0,173.0,76.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Springboard,Silver
54377,27899,Marc Pierre Detton,M,23.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Double Sculls,Silver
54404,27913,Eugen Deutsch,M,28.0,,81.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
54437,27920,Jos Ricardo Devaca Snchez,M,21.0,180.0,77.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
54507,27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver
54529,27970,Luca Devoti,M,37.0,190.0,95.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,Silver
54557,27978,Vadim Anatolyevich Devyatovsky,M,31.0,192.0,115.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,Silver
54562,27980,Mikhail Talgatovich Devyatyarov,M,28.0,185.0,74.0,Russia,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
54574,27988,Pierre Dewin,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Silver
54575,27988,Pierre Dewin,M,,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Silver
54577,27990,"William Theodore ""Willie"" deWit",M,23.0,189.0,91.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,Silver
54579,27992,John Riegel DeWitt,M,22.0,,,USA,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Silver
54598,28003,Clement Pemberton Deykin,M,22.0,,,UK,GBR,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
54600,28004,Kazimierz Deyna,M,28.0,179.0,72.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
54609,28011,Aldo Dezi,M,21.0,165.0,67.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
54635,28028,Walter Ignace D'Hondt,M,23.0,193.0,88.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver
54678,28051,Piero D'Inzeo,M,33.0,174.0,64.0,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
54679,28051,Piero D'Inzeo,M,37.0,174.0,64.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
54692,28052,Raimondo D'Inzeo,M,31.0,176.0,72.0,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
54693,28052,Raimondo D'Inzeo,M,31.0,176.0,72.0,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
54716,28056,Ilario Di Bu,M,34.0,175.0,90.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,Silver
54720,28056,Ilario Di Bu,M,42.0,175.0,90.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Silver
54726,28058,Giuseppe Di Capua,M,34.0,155.0,53.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
54737,28062,Giorgio Di Centa,M,29.0,174.0,67.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
54815,28088,Jean-Franois Di Martino,M,33.0,182.0,79.0,France,FRA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Silver
54841,28104,Manlio Di Rosa,M,33.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver
54843,28104,Manlio Di Rosa,M,37.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",Silver
54879,28124,El Hadji Amadou Dia B,M,29.0,190.0,72.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Silver
54975,28174,Luigi Diana,M,40.0,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Silver
55154,28285,Octavio Juan Daz,M,27.0,,,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Silver
55157,28287,Osvaldo Javier Daz Gimnez,M,22.0,174.0,73.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
55177,28299,Tulio Daz Babier,M,32.0,,,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",Silver
55184,28304,Carlos Enrique Daz Senz Valiente Bachman,M,31.0,,,Argentina,ARG,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
55192,28308,Vasile Dba,M,25.0,182.0,86.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
55216,28320,Klaus Dibiasi,M,17.0,180.0,74.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Platform,Silver
55217,28320,Klaus Dibiasi,M,21.0,180.0,74.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Springboard,Silver
55236,28327,George Thomas DiCarlo,M,21.0,180.0,74.0,USA,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
55251,28332,Christian Dick,M,36.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver
55330,28375,Peter James Dickson,M,23.0,195.0,98.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver
55360,28395,Jrn Didriksen,M,22.0,179.0,76.0,Norway,NOR,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
55365,28398,Viktor Ivanovich Diduk,M,31.0,195.0,95.0,Russia,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
55475,28458,Ullrich Diener,M,21.0,189.0,83.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Silver
55477,28459,Walter Diener,M,21.0,188.0,84.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Silver
55494,28464,Thomas Diethart,M,21.0,172.0,60.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
55526,28472,Walter Dietrich,M,21.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Silver
55528,28473,Wilfried Dietrich,M,23.0,184.0,118.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
55529,28473,Wilfried Dietrich,M,26.0,184.0,118.0,Germany,GER,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
55619,28501,Alex Walter Diggelmann,M,45.0,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",Silver
55673,28529,Mukhtarkhan Koblanbekovich Dildabekov,M,24.0,190.0,97.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,Silver
55675,28530,Damon Laurance Diletti,M,21.0,178.0,86.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver
55700,28542,Gary J. Dilley,M,19.0,186.0,75.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,Silver
55706,28547,John Desmond Dillon,M,35.0,,,UK,GBR,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Silver
55713,28550,Georges Arthur Dillon-Kavanagh du Fertagh,M,33.0,,,France,FRA,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Individual",Silver
55776,28580,Dimitar Dimitrov,M,28.0,186.0,82.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver
