sno,ID,Name,Sex,Age,Height,Weight,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
4805,2750,Aline Pellegrino,F,22.0,180.0,71.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
5051,2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,25.0,170.0,59.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
5389,3055,Glory Alozie Oluchi,F,22.0,155.0,51.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,Silver
5434,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Silver
5435,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Silver
5490,3099,"Ingeburg ""Inge"" Althoff-Schwerzmann",F,25.0,180.0,72.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Pairs,Silver
5690,3206,Yuri Alvear Orjuela,F,30.0,176.0,70.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Silver
5825,3281,Simona Amnar (-Tabr),F,16.0,158.0,44.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,Silver
6397,3593,An Kum-Ae,F,28.0,160.0,52.0,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight,Silver
6437,3611,An Zhongxin,F,23.0,170.0,65.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Silver
6482,3635,Tatyana Vasilyevna Ananko,F,16.0,171.0,52.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
6517,3652,Svetlana Anastasovski-Obuina,F,19.0,176.0,65.0,Serbia,YUG,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Silver
6702,3754,Kjerstin Andersen,F,29.0,179.0,82.0,Norway,NOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Silver
6757,3788,Grete Andersen-Waitz,F,30.0,172.0,53.0,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Marathon,Silver
6807,3820,Haley Danita Anderson,F,20.0,178.0,68.0,USA,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
6909,3880,Agneta Monica Andersson,F,23.0,172.0,68.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
6913,3880,Agneta Monica Andersson,F,31.0,172.0,68.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
6952,3903,Cecilia Christine Elisabeth Andersson,F,23.0,179.0,74.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
6983,3920,Gunilla Victoria Andersson,F,30.0,169.0,69.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
7014,3936,Jonna Andersson,F,23.0,167.0,61.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
7186,4014,Kozue Ando,F,30.0,164.0,57.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
7192,4018,Misako Ando,F,29.0,163.0,60.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver
7304,4085,Gunn Margit Aas Andreassen,F,28.0,177.0,60.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
7329,4101,Andria Suntaque,F,26.0,175.0,65.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
7330,4101,Andria Suntaque,F,30.0,175.0,65.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
7412,4145,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
7608,4240,Yekaterina Sergeyevna Andryushina,F,22.0,185.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
7927,4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26.0,172.0,65.0,Russia,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Silver
7932,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,167.0,52.0,Russia,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
7936,4393,Herta Anita,F,26.0,183.0,82.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
8131,4487,Mrta Antal-Rudas,F,27.0,164.0,66.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw,Silver
8161,4503,Dborah Jessica Anthonioz,F,31.0,165.0,52.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Boardercross,Silver
8292,4569,Mariela Andrea Antoniska Arrondo,F,25.0,170.0,70.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
8381,4613,Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
8383,4613,Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
8524,4685,Katrin Apel,F,32.0,172.0,62.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
8588,4717,"Gabriele Marion ""Gaby"" Appel (-Reimann)",F,26.0,154.0,49.0,Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Silver
8596,4720,Tessa Appeldoorn,F,27.0,177.0,71.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
8605,4724,Emilia Elisabeth Appelqvist,F,26.0,168.0,65.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
8881,4876,Rodica Arba-Pucatu,F,26.0,179.0,75.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
8927,4897,Anelija Arbutina (-arenac),F,21.0,178.0,68.0,Serbia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Silver
9211,5069,Yuko Arimori (-Wilson),F,25.0,166.0,47.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Marathon,Silver
9318,5129,Mihaela Armescu,F,20.0,180.0,74.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
9320,5129,Mihaela Armescu,F,25.0,180.0,74.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
9321,5130,Barbara Armbrust,F,20.0,180.0,79.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver
9360,5143,"Heather Joy Armitage (-Young, -McClelland)",F,23.0,171.0,64.0,UK,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
9361,5144,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,UK,GBR,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver
9381,5152,"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,USA,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
9476,5198,Judith Arndt,F,28.0,173.0,59.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver
9481,5198,Judith Arndt,F,36.0,173.0,59.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver
9684,5307,Ins Arrondo,F,22.0,167.0,58.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
9772,5353,Yevgeniya Viktorovna Artamonova-Estes,F,17.0,191.0,75.0,Russia,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver
9774,5353,Yevgeniya Viktorovna Artamonova-Estes,F,25.0,191.0,75.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
9775,5353,Yevgeniya Viktorovna Artamonova-Estes,F,29.0,191.0,75.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
9971,5451,Mao Asada,F,19.0,163.0,50.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Women's Singles,Silver
10143,5547,Evelyn Ashford (-Washington),F,31.0,165.0,52.0,USA,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Silver
10200,5577,Jessica Ashwood,F,23.0,173.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
10222,5588,Dimitra Asilian,F,32.0,170.0,60.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Silver
10291,5631,"Kosovare ""Kosse"" Asllani",F,27.0,166.0,56.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10391,5692,Jenni Anna Christina Asserholt,F,17.0,172.0,71.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
10402,5698,"Alina (Galina-) Astafei (-Stavariu, -Kreiig)",F,23.0,181.0,59.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's High Jump,Silver
10414,5700,Polina Hryhorivna Astakhova,F,23.0,166.0,56.0,Russia,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,Silver
10420,5700,Polina Hryhorivna Astakhova,F,27.0,166.0,56.0,Russia,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,Silver
10749,5882,"Susanne Jean ""Susie"" Atwood",F,19.0,170.0,66.0,USA,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,Silver
10801,5908,Susan Margaret Auch,F,27.0,172.0,65.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,Silver
10803,5908,Susan Margaret Auch,F,31.0,172.0,65.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Women's 500 metres,Silver
10852,5930,Ingrid Auerswald-Lange (Brestrich-),F,31.0,168.0,58.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
10865,5934,Sandra Auffarth,F,29.0,170.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
10979,5994,Berit Kristine Aunli-Kvello,F,27.0,170.0,56.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver
11429,6241,Camille Anas Ayglon-Saurina,F,31.0,180.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
11450,6256,"Luciana Paula ""Lucha"" Aymar",F,23.0,178.0,59.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
11453,6256,"Luciana Paula ""Lucha"" Aymar",F,34.0,178.0,59.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
11645,6345,Sandra Azn Canalda,F,30.0,171.0,68.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Silver
11726,6398,"Christina Wilhelmina ""Stien"" Baas-Kaiser",F,33.0,174.0,69.0,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",Silver
11776,6430,Shirley Frances Babashoff,F,15.0,178.0,67.0,USA,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,Silver
11777,6430,Shirley Frances Babashoff,F,15.0,178.0,67.0,USA,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,Silver
11782,6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,USA,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,Silver
11783,6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,USA,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,Silver
11784,6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,USA,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,Silver
11786,6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,USA,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
11953,6512,Marta Bach Pascual,F,19.0,176.0,66.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
12203,6632,Timea Bacsinszky,F,27.0,170.0,62.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver
12333,6693,Gabriele Badorek (Soltau-),F,23.0,180.0,75.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Silver
12502,6800,Yelizaveta Petrovna Bagryantseva (-Verkhoshanskaya),F,31.0,170.0,76.0,Russia,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Silver
12559,6841,Shannon Deanne Bahrke,F,21.0,162.0,55.0,USA,USA,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
12608,6871,Anke Baier-Loef,F,21.0,164.0,61.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,000 metres",Silver
12616,6876,Laimut Baikauskait,F,32.0,162.0,58.0,Russia,URS,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Silver
12634,6881,Angela Bailey,F,22.0,157.0,56.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
12647,6887,"Christina ""Chris"" Bailey",F,30.0,167.0,73.0,USA,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
12740,6930,Sandrine Bailly,F,30.0,172.0,58.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
12752,6934,Angie Lee Bainbridge,F,22.0,181.0,67.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
12839,6973,Vesna Bajkua,F,18.0,176.0,67.0,Serbia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Silver
12906,7020,Kathleen Baker,F,19.0,173.0,68.0,USA,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver
12910,7022,Laurie Baker (-Mutch),F,25.0,170.0,61.0,USA,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
12928,7034,Shakira Baker,F,24.0,172.0,89.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
13033,7088,Niki Bakogianni,F,28.0,170.0,52.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,Silver
13115,7130,Anioara Blan-Dobre,F,26.0,176.0,71.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Quadruple Sculls,Silver
13596,7358,Beatrix Balogh (-Csata),F,25.0,165.0,65.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Silver
14077,7597,Bao Yingying,F,24.0,172.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver
14102,7612,Carina Br,F,22.0,185.0,75.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver
14312,7716,Brbara Seixas de Freitas,F,29.0,178.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
14313,7717,Brbara Micheline do Monte Barbosa,F,20.0,171.0,71.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
14614,7874,Sonja Barjaktarovi,F,25.0,180.0,74.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
14691,7920,Valrie Gisele Angele Barlois-Mevel-Leroux,F,27.0,165.0,53.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Individual",Silver
14882,8031,"Elizabeth Cynthia ""Beth"" Barr (-Isaak)",F,16.0,178.0,60.0,USA,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
14917,8051,Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
14919,8051,Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
14923,8053,Alexandra Barr (Sandor-),F,26.0,173.0,59.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
14989,8088,Brigetta LaShea Barrett,F,21.0,183.0,64.0,USA,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Silver
15072,8133,Mara Noel Barrionuevo,F,28.0,171.0,58.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
15084,8140,Yarelis Barrios Castaeda,F,25.0,172.0,89.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Silver
15251,8235,"Corinne ""Cori"" Bartel (-Morris)",F,38.0,165.0,58.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
15264,8240,"Martina Maria Anna Antonia ""Tineke"" Bartels-de Vries",F,41.0,177.0,64.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
15266,8240,"Martina Maria Anna Antonia ""Tineke"" Bartels-de Vries",F,45.0,177.0,64.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
15556,8381,Malin Birgitta Baryard-Johnsson,F,29.0,172.0,52.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
15934,8590,Suzy Batkovic (-Brown),F,23.0,195.0,89.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
15935,8590,Suzy Batkovic (-Brown),F,27.0,195.0,89.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
15983,8607,Vitalina Igorevna Batsarashkina,F,19.0,162.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
16008,8623,"Guinevere ""Guin"" Batten",F,32.0,172.0,74.0,UK,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
16009,8624,"Jane Kimberley ""Kim"" Batten",F,27.0,170.0,57.0,USA,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,Silver
16014,8626,Miriam Batten (-Luke),F,35.0,174.0,70.0,UK,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
16057,8646,Yelena Nikolayevna Batukhtina-Tyurina,F,21.0,184.0,82.0,Russia,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver
16059,8646,Yelena Nikolayevna Batukhtina-Tyurina,F,29.0,184.0,82.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
16060,8646,Yelena Nikolayevna Batukhtina-Tyurina,F,33.0,184.0,82.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
16074,8656,"Yanina Farkhadovna ""Yana"" Batyrshina",F,16.0,163.0,47.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
16076,8657,Anna Yevgenyevna Batyushko,F,22.0,164.0,69.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Middleweight,Silver
16083,8662,Sabine Christiane Bau,F,19.0,180.0,66.0,Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Individual",Silver
16086,8662,Sabine Christiane Bau,F,23.0,180.0,66.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",Silver
